content,ticker
ve made important changes privacy cookies policy want know means data partners use technologies ascookies collect browsing data give best online experience personalise content advertising shown please let us know agree settings apply amp pages may asked set preferences visit non-amp bbc pages lightweight mobile page visited built using google amp technology make web pages work store limited information device without consent read essential information store device make web pages work use local storage store consent preferences device consent data collection amp pages consenting allow us display personalised ads relevant outside uk read personalise ads bbc advertising partners choose receive personalised ads clicking “ reject data collection continue ” please note still see advertising personalised change settings clicking “ ad choices sell info ” footer time image source pa media army air corps attack helicopters used afghanistan libya made last operational flight army air corps attack helicopters used afghanistan libya made last operational flight 20 years taking skies apache mark 1s 656 squadron landed wattisham flying station suffolk monday farewell tour wattisham-based units flown helicopter replaced apache ah-64e operations afghanistan libya prince harry flew apaches wattisham tours army locations links mark 1 featured farewell flight army spokesman said flypast sites included colchester essex troops 16 air assault brigade based image source wpa pool duke sussex served helicopter pilot british army 2012 2013 said mark 1 entered service 2001 proved battle-winning asset army said october apache ah-64e hadpassed battlefield testafter exercise manoeuvres involved 8000 troops working 22 locations across south-west england west midlands wales simulated strike missions completed northumberland kent - 3 regiment army air corps units based wattisham tested maintenance operation ah-64e one senior officer called boeing-built ah-64e revolutionary image source british army boeing-built ah-64e helicopter described revolutionary army spokesman added ah-64e features improved flying performance new sensors communications systems vastly improve ability find strike enemy battlefield bbc radio suffolk s aviation expert roger smith said ah-64e looked similar mark 1 said new helicopter lot different internally absolutely tremendous capability told bbc radio suffolk s like going amiga 500 latest apple mac microsoft follow east england news onfacebook instagramandx got story emaileastofenglandnews bbccoukor whatsapp 0800 169 1830 content available ©2024 bbc bbc responsible content external sitesread approach external linking,BA
ve made important changes privacy cookies policy want know means data partners use technologies ascookies collect browsing data give best online experience personalise content advertising shown please let us know agree settings apply amp pages may asked set preferences visit non-amp bbc pages lightweight mobile page visited built using google amp technology make web pages work store limited information device without consent read essential information store device make web pages work use local storage store consent preferences device consent data collection amp pages consenting allow us display personalised ads relevant outside uk read personalise ads bbc advertising partners choose receive personalised ads clicking “ reject data collection continue ” please note still see advertising personalised change settings clicking “ ad choices sell info ” footer time residents complained diesel-like smell water within 24 hours new water mains activated water company said water supply contaminated fuel independent water networks iwn investigated homes left without water marleigh development fen ditton cambridge charlie thackeray iwn wrote letter residents diesel-like smell water reported 24 hours connecting new mains noted contamination inside healthy limits eliminated flushing programme mr thackeray added ensure ongoing safety customers arranged replace mains laid area construction barrier pipe designed used circumstances ensure water supplied meet water quality requirements image source jozef hallbbc local community centre used store bottled water handed residents according water network director new legs added marleigh water main supply 17 january receiving reports diesel-like smell water company disconnected newly added water mains issued use order residents begun taking water samples laboratory analysis iwn previously said 320 homes affectedand bottled water handed everything flushing toilets new section disconnected company flushed retested water daily results indicated water completely safe image source laura fosterbbc iwn delivered bottled water affected residents issuing use order letter mr thackeray said developer joined testing soils water main laid within marleigh estate construction area explained 150 separate tests conducted small areas fuel contamination found six locations said possible us certain contamination came possibilities include plant vehicle refuelling spills possibly contaminated imported backfill materials director said despite company following normal procedures disinfecting flushing seemed contamination entered system said tests prior flushing programme indicated contamination present levels inside healthy limits however flushing eliminated contamination completely mr thackeray apologised residents inconvenience caused incident follow east england news onfacebook instagramandx got story emaileastofenglandnews bbccoukor whatsapp 0800 169 1830 content available ©2024 bbc bbc responsible content external sitesread approach external linking,KO
premium support please call abbcpresenter accused paying sexually explicit photos faces four allegations 23-year-old claimed unnamed presenter broke lockdown rules meet pandemic february 2021 according tothesun separately 17-year-old alleged following star instagram messaged using love hearts kisses reportedthe sunon tuesday follow independent ’ live coverage latest updates different set allegations bbc news reported tuesday person early 20s claimed sent threatening messages unnamed man comes afterthe sunalleged young person paid around £35000 sexually explicit images presenter suspended bbc affected story email hollyevans independentcouk first allegations made presenter accused ofpaying 17 year-oldaround £35000 sexually explicit images bbc star allegedly appeared underwear video call family young person 20 years-old claimed series payments fuelled crack cocaine addiction sunday sunpublished update claimed themale presenter called young person twice allegationsbecame public reportedly told panic “ done ” demanded mother stop investigation tuesday bbc news reported person early 20s – broadcaster said connected person first report bythe sun– allegedly received threatening messages presenter met dating app presenter allegedly sent number “ threatening messages ” bbc says seen confirmed came phone number belonging unnamed man asked young person tell anyone another set allegations 17-year-old claimed following star instagram messaged using love hearts kisses reportedthe sunon tuesday separately 23-year-old person claimed bbc presenter broke lockdown rules meet pandemic february 2021 according tothe sunon wednesday sun ’ new report claims messages seen paper suggest presenter travelled london different county meet 23-year-old flat february 2021 strict coronavirus lockdown rules place including stay home order mixing household bubbles young person claims met presenter dating website said man also gave £600 three payments newspaper said messages also suggest since news broke questions asked name bbc star published male presenter named thesunor outlets know identity court injunction banning disclosure name presenter believed media publicly releasing name fear defamation breaching privacy media law experts explained mark stephens media law expert partner howard kennedy said law changed sir cliff richard privacy case bbc coverage south yorkshire police raid home sunningdale berkshire august 2014 mr stephens said second layer privacy “ contractual arrangement ” bbc members staff “ allegations inappropriate behaviour kind breach employment practice investigated confidentially ” said “ ’ ’ matter whether ’ celebrity local office building site law applies ” tuesday addressing first set claims bbc said family member contacted corporation may bbc ’ corporate investigations team assessed claims include allegation criminality nonetheless merited investigation director-generaltim davieannounced ordered review “ assess complaints red flagged organisation ” told reporters first informed allegations whenthe sunsaid would publishing front page story corporation also asked pause internal investigation allegations “ police scope future work ” following meeting metropolitan police statement broadcaster said “ result meeting bbc asked pause investigations allegations police scope future work ” added “ bbc processes protocols receiving information managing complaints first made always take matters extremely seriously seek manage appropriate duty care “ events recent days shown complex challenging kinds cases vital handled utmost diligence care “ course lessons learned following exercise ” email staff addressing first set claims mrdavie said allegations taken “ incredibly seriously ” family teenager centre first set allegations reportedly upset wording bbc ’ statement star presenter ’ suspension according thesun saturday night family allegedly handed dossier evidence bbc ’ lead investigator former detective jeff brown mother teenager told papershe frustrated presenter initially still airdespite making complaint bbc may said young person gone “ happy-go-lucky youngster ghost-like crack addict ” three years mother reportedly begged bbc make presenter “ stop sending cash ” told thesun “ see telly feel sick blame bbc man destroying child ’ life “ taking child ’ innocence handing money crack cocaine could kill child ” young person showed mother online bank statements “ huge sums hundreds thousands pounds time ” mother said “ one time sent £5000 one lump money exchange sexually explicit photographs child ” prime minister rishi sunak described initial allegations “ shocking ” “ concerning ” plane nato summit lithuania tuesday government minister victoria atkins wednesday told sky news mps careful using parliamentary privilege identify presenter saying remember huge responsibility earlierculture secretary lucy frazersaid bbc reassured broadcaster “ investigating swiftly sensitively ” shadow chancellor rachel reeves told corporation “ get house order ” former home secretary priti patel said “ allegations carried thesun absolutely horrendous bbc owes explanation country funded placed trust it ” jeremy vine urged unnamed figure “ come forward publicly ” speculation identity deepens several star faces bbc tweeted tried distance male presenter facing damning allegations witchhunt social media also ensued due anonymity star male presenter tv presenter rylan clark said “ sure names floating story thesun- ’ babe ” bbc presenter could face jail found guilty potential charges alleged explicit pictures allegations caused corporation damage reputation pressure mounting bbc deals ongoing crisis advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement,KO
premium support please call abbcpresenter accused paying sexually explicit photos faces four allegations 23-year-old claimed unnamed presenter broke lockdown rules meet pandemic february 2021 according tothesun separately 17-year-old alleged following star instagram messaged using love hearts kisses reportedthe sunon tuesday follow independent ’ live coverage latest updates different set allegations bbc news reported tuesday person early 20s claimed sent threatening messages unnamed man comes afterthe sunalleged young person paid around £35000 sexually explicit images presenter suspended bbc affected story email hollyevans independentcouk first allegations made presenter accused ofpaying 17 year-oldaround £35000 sexually explicit images bbc star allegedly appeared underwear video call family young person 20 years-old claimed series payments fuelled crack cocaine addiction sunday sunpublished update claimed themale presenter called young person twice allegationsbecame public reportedly told panic “ done ” demanded mother stop investigation tuesday bbc news reported person early 20s – broadcaster said connected person first report bythe sun– allegedly received threatening messages presenter met dating app presenter allegedly sent number “ threatening messages ” bbc says seen confirmed came phone number belonging unnamed man asked young person tell anyone another set allegations 17-year-old claimed following star instagram messaged using love hearts kisses reportedthe sunon tuesday separately 23-year-old person claimed bbc presenter broke lockdown rules meet pandemic february 2021 according tothe sunon wednesday sun ’ new report claims messages seen paper suggest presenter travelled london different county meet 23-year-old flat february 2021 strict coronavirus lockdown rules place including stay home order mixing household bubbles young person claims met presenter dating website said man also gave £600 three payments newspaper said messages also suggest since news broke questions asked name bbc star published male presenter named thesunor outlets know identity court injunction banning disclosure name presenter believed media publicly releasing name fear defamation breaching privacy media law experts explained mark stephens media law expert partner howard kennedy said law changed sir cliff richard privacy case bbc coverage south yorkshire police raid home sunningdale berkshire august 2014 mr stephens said second layer privacy “ contractual arrangement ” bbc members staff “ allegations inappropriate behaviour kind breach employment practice investigated confidentially ” said “ ’ ’ matter whether ’ celebrity local office building site law applies ” tuesday addressing first set claims bbc said family member contacted corporation may bbc ’ corporate investigations team assessed claims include allegation criminality nonetheless merited investigation director-generaltim davieannounced ordered review “ assess complaints red flagged organisation ” told reporters first informed allegations whenthe sunsaid would publishing front page story corporation also asked pause internal investigation allegations “ police scope future work ” following meeting metropolitan police statement broadcaster said “ result meeting bbc asked pause investigations allegations police scope future work ” added “ bbc processes protocols receiving information managing complaints first made always take matters extremely seriously seek manage appropriate duty care “ events recent days shown complex challenging kinds cases vital handled utmost diligence care “ course lessons learned following exercise ” email staff addressing first set claims mrdavie said allegations taken “ incredibly seriously ” family teenager centre first set allegations reportedly upset wording bbc ’ statement star presenter ’ suspension according thesun saturday night family allegedly handed dossier evidence bbc ’ lead investigator former detective jeff brown mother teenager told papershe frustrated presenter initially still airdespite making complaint bbc may said young person gone “ happy-go-lucky youngster ghost-like crack addict ” three years mother reportedly begged bbc make presenter “ stop sending cash ” told thesun “ see telly feel sick blame bbc man destroying child ’ life “ taking child ’ innocence handing money crack cocaine could kill child ” young person showed mother online bank statements “ huge sums hundreds thousands pounds time ” mother said “ one time sent £5000 one lump money exchange sexually explicit photographs child ” prime minister rishi sunak described initial allegations “ shocking ” “ concerning ” plane nato summit lithuania tuesday government minister victoria atkins wednesday told sky news mps careful using parliamentary privilege identify presenter saying remember huge responsibility earlierculture secretary lucy frazersaid bbc reassured broadcaster “ investigating swiftly sensitively ” shadow chancellor rachel reeves told corporation “ get house order ” former home secretary priti patel said “ allegations carried thesun absolutely horrendous bbc owes explanation country funded placed trust it ” jeremy vine urged unnamed figure “ come forward publicly ” speculation identity deepens several star faces bbc tweeted tried distance male presenter facing damning allegations witchhunt social media also ensued due anonymity star male presenter tv presenter rylan clark said “ sure names floating story thesun- ’ babe ” bbc presenter could face jail found guilty potential charges alleged explicit pictures allegations caused corporation damage reputation pressure mounting bbc deals ongoing crisis advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement,KO
premium support please call thebbchas confirmed andrew “ freddie ” flintoff returning broadcaster fora second series cricket documentary field dreams follow-up mark first project since horrific car crash involved inwhile filming bbc one ’ stop gearin december 2022 field dreamssees flintoff take group teenagers home town ofprestonand attempt turn competitive cricket team news announced bbc ’ annual plan thursday 28 march see flintoff taking group series one international tour ’ yet known new series air first series aired july 2022 original press release second series bbc said “ freddie setting even bigger challenge takes team handful fresh recruits new adventure ” added would four episodes flintoffreached reported £9m settlement bbc last year payout funded licence fee payers bbc studios commercial arm broadcaster “ sincerely apologised freddie continue support recovery ” bbc studios spokesperson said time bbc said march last year would inappropriate resume making series time following internal investigation happened understood decisions future episodes top gear made “ due course conjunction bbc content ” former cricketer tv star 45 wasairlifted hospitaland sufferedsignificant facial injuriesafter flipping morgan super 3 car thetop geartest track september flintoffmade first public appearancesince crash england cricket team ’ opening one-day international new zealand andcould seen facial injuries speaking ongood morning britainlast month flintoff ’ stop gearco-star paddy mcguinness described former cricketer “ resilient character ” “ right rain ” “ ’ spoken know getting ” mcguinness added flintoff began presentingtop gearin 2019 previously appeared sky ’ sa league ownand first series australian version ofi ’ celebrity… get advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement,KO
premium support please call thebbchas confirmed andrew “ freddie ” flintoff returning broadcaster fora second series cricket documentary field dreams follow-up mark first project since horrific car crash involved inwhile filming bbc one ’ stop gearin december 2022 field dreamssees flintoff take group teenagers home town ofprestonand attempt turn competitive cricket team news announced bbc ’ annual plan thursday 28 march see flintoff taking group series one international tour ’ yet known new series air first series aired july 2022 original press release second series bbc said “ freddie setting even bigger challenge takes team handful fresh recruits new adventure ” added would four episodes flintoffreached reported £9m settlement bbc last year payout funded licence fee payers bbc studios commercial arm broadcaster “ sincerely apologised freddie continue support recovery ” bbc studios spokesperson said time bbc said march last year would inappropriate resume making series time following internal investigation happened understood decisions future episodes top gear made “ due course conjunction bbc content ” former cricketer tv star 45 wasairlifted hospitaland sufferedsignificant facial injuriesafter flipping morgan super 3 car thetop geartest track september flintoffmade first public appearancesince crash england cricket team ’ opening one-day international new zealand andcould seen facial injuries speaking ongood morning britainlast month flintoff ’ stop gearco-star paddy mcguinness described former cricketer “ resilient character ” “ right rain ” “ ’ spoken know getting ” mcguinness added flintoff began presentingtop gearin 2019 previously appeared sky ’ sa league ownand first series australian version ofi ’ celebrity… get advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement,KO
premium support please call andrew freddie flintoff making tv return top gear accident second series bbc one cricket documentary field dreams news announced thebbc s annual plan says flintoff seen taking young sports team - hail home city preston - tour bbc previously stated wereworking new projects top gear show return foreseeable future flintoff washurt filming 2022 bbc previously announced october 2022 second series field dreams commissioned updates given following flintoff s accident two months later s yet known new series air first series aired july 2022 described new statesman s rachel cooke moving thing ve seen tv years saw flintoff determined get group preston teenagers become motivated engaged beloved sport plenty ups downs along way original press release second series bbc said freddie setting even bigger challenge takes team handful fresh recruits new adventure adding would four episodes presenter injured top gear s test track dunsfold park aerodrome surrey flintoffreached settlement bbc last year reportedly worth £9m payout funded tv licence fee bbc studios commercial arm broadcaster bbc apologised flintoff march 2023 injuries announced health safety review show expected undertaken independent third party reiterated apology october compensation flintoff announced flintoff pictured first timesince accident september led fielding drills england players cardiff ahead team s one-day international new zealand recent photos shown injuries continued heal 45-year-old former england captain retired cricket 2009 played 79 tests 141 one-day internationals seven t20s joined bbc one s top gear host 2019 alongside paddy mcguinness chris harris recent series attracted average audience 45 million viewers bbc also announced gladiators return sheffield arena second series first series show s reboot conclude saturday final four fight crowned champion one successful tv reboots recent years - opening episode got audience nearly 10 million including 28-day catch-up figures recommissioning revealed bbc s annual plan also said would expensive year bbc olympics paris euro 2024 held germany bbc explore reform licence fee clear substantial public funding vital bbc s future allow us deliver public service mission plan says real terms licence fee generated 30 income 201011 today - difference £1 billion year various costs added followed two years frozen licence fee time high inflation also coincided reduction across media sector availability co-production funding help spread investment larger titles programmes wider sector challenges also increased financial pressure bbc s commercial activities bbc s finances significant strain advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement,KO
premium support please call andrew freddie flintoff making tv return top gear accident second series bbc one cricket documentary field dreams news announced thebbc s annual plan says flintoff seen taking young sports team - hail home city preston - tour bbc previously stated wereworking new projects top gear show return foreseeable future flintoff washurt filming 2022 bbc previously announced october 2022 second series field dreams commissioned updates given following flintoff s accident two months later s yet known new series air first series aired july 2022 described new statesman s rachel cooke moving thing ve seen tv years saw flintoff determined get group preston teenagers become motivated engaged beloved sport plenty ups downs along way original press release second series bbc said freddie setting even bigger challenge takes team handful fresh recruits new adventure adding would four episodes presenter injured top gear s test track dunsfold park aerodrome surrey flintoffreached settlement bbc last year reportedly worth £9m payout funded tv licence fee bbc studios commercial arm broadcaster bbc apologised flintoff march 2023 injuries announced health safety review show expected undertaken independent third party reiterated apology october compensation flintoff announced flintoff pictured first timesince accident september led fielding drills england players cardiff ahead team s one-day international new zealand recent photos shown injuries continued heal 45-year-old former england captain retired cricket 2009 played 79 tests 141 one-day internationals seven t20s joined bbc one s top gear host 2019 alongside paddy mcguinness chris harris recent series attracted average audience 45 million viewers bbc also announced gladiators return sheffield arena second series first series show s reboot conclude saturday final four fight crowned champion one successful tv reboots recent years - opening episode got audience nearly 10 million including 28-day catch-up figures recommissioning revealed bbc s annual plan also said would expensive year bbc olympics paris euro 2024 held germany bbc explore reform licence fee clear substantial public funding vital bbc s future allow us deliver public service mission plan says real terms licence fee generated 30 income 201011 today - difference £1 billion year various costs added followed two years frozen licence fee time high inflation also coincided reduction across media sector availability co-production funding help spread investment larger titles programmes wider sector challenges also increased financial pressure bbc s commercial activities bbc s finances significant strain advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement advertisement,KO
ve made important changes privacy cookies policy want know means data partners use technologies ascookies collect browsing data give best online experience personalise content advertising shown please let us know agree settings apply amp pages may asked set preferences visit non-amp bbc pages lightweight mobile page visited built using google amp technology make web pages work store limited information device without consent read essential information store device make web pages work use local storage store consent preferences device consent data collection amp pages consenting allow us display personalised ads relevant outside uk read personalise ads bbc advertising partners choose receive personalised ads clicking “ reject data collection continue ” please note still see advertising personalised change settings clicking “ ad choices sell info ” footer time shamima begum lost series legal challenges aimed overturning government s decision remove british citizenship ms begum 24 left country teenager join islamic state group syria barred returning uk ms begum one three east london schoolgirls travelled syria 2015 support group born uk parents bangladeshi heritage 15 left married islamic state fighter soon arriving went three children none survived uk citizenship stripped national security grounds 2019 ms begum remains camp controlled armed guards northern syria citizenship legal status someone uk citizen legal right live country access services welfare education healthcare also vote citizenship also identity often forms part person s sense self belonging people citizens right live uk permanently many rights said settled status leave remain government power remove someone s uk citizenship certain circumstances power used members banned organisations al-qaeda islamic state group obtained british citizenship fraudulently person must also eligible apply citizenship another country uk responsibilities international law avoid leaving people stateless thenationality borders actmade easier home secretary certain circumstances remove citizenship without telling person question february 2020 tribunal ruled removing ms begum s citizenship lawful citizen bangladesh descent said removing british nationality would make stateless however bangladesh saidthat caseand would allowed country anthony loyd times describes found shamima begum syrian refugee camp 2021 supreme court decided ms begum could return uk appeal decision remove citizenship 2023 lawyers ms begum challenged removal citizenship special immigration appeals commission siac argued decision unlawful consider whether child victim trafficking however siac ruled credible suspicion ms begum victim trafficking sexual exploitation stand way home secretary stripping british citizenship become threat decision upheld court appeal february 2024 judges said ms begum may well influenced manipulated others still made calculated decision travel syria align islamic state 25 march lost aninitial bid take case supreme court according home office 220 people stripped british citizenship public good 2010 2022 almost always due national security concerns highest year record 2017 104 people lost citizenship comparison three people lost citizenship 2022 latest year data available us-born citizens status revoked becausecitizenship birth right guaranteed us constitution however naturalised us citizens- people immigrated us - stripped nationality reasons including members proscribed group obtaining citizenship fraud australia person citizenship removed national security grounds dual citizen another nation citizenship removed treason disloyalty national security reasons 14 eu states including greece france romania also removed without notice netherlands content available ©2024 bbc bbc responsible content external sitesread approach external linking,HD
beer festival s organisers apologised event panned number guests first international brewing cider ibc festival held manchester weekend not-for-profit event hit complaints rude staff cold conditions mayfield depot venue poor atmosphere ibc apologised visitors less perfect experience one guest paid £3850 ticket contacted firm social media platform x describe country mile worst event - beer event - ever attended drew comparisons ill-fatedwilly wonka experience glasgow became viral sensation subject tv documentary families found little abandoned empty warehouse freddy hardy co-founder independent manchester brewery courier brewing co said low turn large venue meant vibe… nt 35-year-old added agreed stay end friday estimated sold beer around 20 people - 10 believed people industry bolton barman matt turner-allen said paid £3850 ticket came six tokens - half pints selected drinks said surprised quiet found venue freezing old brick structure end march packed fine right venue texted boss glasgow said willy wonka festival manchester young kids selective nights big disappointment added manchester-based beer writer matthew curtis told bbc estimated crowds bigger 50 100 time described atmosphere muted spokesperson ibc festival said event first festival learnings organisation said counted 800 attendees across four sessions two friday two saturday said couple direct complaints spokesperson told bbc organiser oldest international brewing cider awards world held awards manchester year wanted bring entries around world public city adapted throughout two days ironing early teething troubles deliver better model event progressed follow bbc manchester onfacebook xandinstagram also send story ideas tonorthwestnewsonline bbccouk concerns raised upcoming festival attendees using crematorium car park firefighters battle blaze factory trafford park hindley local policing team update public week action 13 things true warringtonians know say families turn force good friday holcombe hill walk police issue fresh appeal find teenager missing almost month un observers wounded shelling southern lebanon gazans watch skies spot planes dropping aid girl s death sparks deadly mob violence mexico canada s drug experiment hits strong opposition football pitch doubles execution ground drove 14 hours see banksy 10 minutes escorted airport like criminal waiting evan putin s bargaining chip russian jail famine gaza sudan risk moscow concert massacre tajik connection weekly quiz much kate s titanic piece wood sell airlines roaring back places might expect ambition money deception scandalous true story elizabeth holmes theranos starring amanda seyfried get job pay bills sounds simple right fresh surreal comedy mind lucia keskin starman film star silver screen inspire david bowie new evidence solve aviation ’ greatest mystery ten years malaysian airlines flight disappeared new technology may explain © 2024 bbc bbc responsible content external sitesread approach external linking,HD
beer festival s organisers apologised event panned number guests first international brewing cider ibc festival held manchester weekend not-for-profit event hit complaints rude staff cold conditions mayfield depot venue poor atmosphere ibc apologised visitors less perfect experience one guest paid £3850 ticket contacted firm social media platform x describe country mile worst event - beer event - ever attended drew comparisons ill-fatedwilly wonka experience glasgow became viral sensation subject tv documentary families found little abandoned empty warehouse freddy hardy co-founder independent manchester brewery courier brewing co said low turn large venue meant vibe… nt 35-year-old added agreed stay end friday estimated sold beer around 20 people - 10 believed people industry bolton barman matt turner-allen said paid £3850 ticket came six tokens - half pints selected drinks said surprised quiet found venue freezing old brick structure end march packed fine right venue texted boss glasgow said willy wonka festival manchester young kids selective nights big disappointment added manchester-based beer writer matthew curtis told bbc estimated crowds bigger 50 100 time described atmosphere muted spokesperson ibc festival said event first festival learnings organisation said counted 800 attendees across four sessions two friday two saturday said couple direct complaints spokesperson told bbc organiser oldest international brewing cider awards world held awards manchester year wanted bring entries around world public city adapted throughout two days ironing early teething troubles deliver better model event progressed follow bbc manchester onfacebook xandinstagram also send story ideas tonorthwestnewsonline bbccouk firefighters battle blaze kellogg s plant trafford park pictured killer rapist golden triangle dealers among criminals locked greater manchester week emergency services called fire involving oven kellogg s trafford park council gloworm festival attendees using crematorium car park hindley local policing team update public week action 13 things true warringtonians know say un observers wounded shelling southern lebanon gazans watch skies spot planes dropping aid girl s death sparks deadly mob violence mexico canada s drug experiment hits strong opposition football pitch doubles execution ground drove 14 hours see banksy 10 minutes escorted airport like criminal waiting evan putin s bargaining chip russian jail famine gaza sudan risk moscow concert massacre tajik connection weekly quiz much kate s titanic piece wood sell airlines roaring back places might expect ambition money deception scandalous true story elizabeth holmes theranos starring amanda seyfried get job pay bills sounds simple right fresh surreal comedy mind lucia keskin starman film star silver screen inspire david bowie new evidence solve aviation ’ greatest mystery ten years malaysian airlines flight disappeared new technology may explain © 2024 bbc bbc responsible content external sitesread approach external linking,HD
beer festival s organisers apologised event panned number guests first international brewing cider ibc festival held manchester weekend not-for-profit event hit complaints rude staff cold conditions mayfield depot venue poor atmosphere ibc apologised visitors less perfect experience one guest paid £3850 ticket contacted firm social media platform x describe country mile worst event - beer event - ever attended drew comparisons ill-fatedwilly wonka experience glasgow became viral sensation subject tv documentary families found little abandoned empty warehouse freddy hardy co-founder independent manchester brewery courier brewing co said low turn large venue meant vibe… nt 35-year-old added agreed stay end friday estimated sold beer around 20 people - 10 believed people industry bolton barman matt turner-allen said paid £3850 ticket came six tokens - half pints selected drinks said surprised quiet found venue freezing old brick structure end march packed fine right venue texted boss glasgow said willy wonka festival manchester young kids selective nights big disappointment added manchester-based beer writer matthew curtis told bbc estimated crowds bigger 50 100 time described atmosphere muted spokesperson ibc festival said event first festival learnings organisation said counted 800 attendees across four sessions two friday two saturday said couple direct complaints spokesperson told bbc organiser oldest international brewing cider awards world held awards manchester year wanted bring entries around world public city adapted throughout two days ironing early teething troubles deliver better model event progressed follow bbc manchester onfacebook xandinstagram also send story ideas tonorthwestnewsonline bbccouk firefighters battle blaze kellogg s plant trafford park pictured killer rapist golden triangle dealers among criminals locked greater manchester week emergency services called fire involving oven kellogg s trafford park council gloworm festival attendees using crematorium car park hindley local policing team update public week action 13 things true warringtonians know say un observers wounded shelling southern lebanon gazans watch skies spot planes dropping aid girl s death sparks deadly mob violence mexico canada s drug experiment hits strong opposition football pitch doubles execution ground drove 14 hours see banksy 10 minutes escorted airport like criminal waiting evan putin s bargaining chip russian jail famine gaza sudan risk moscow concert massacre tajik connection weekly quiz much kate s titanic piece wood sell airlines roaring back places might expect ambition money deception scandalous true story elizabeth holmes theranos starring amanda seyfried get job pay bills sounds simple right fresh surreal comedy mind lucia keskin starman film star silver screen inspire david bowie new evidence solve aviation ’ greatest mystery ten years malaysian airlines flight disappeared new technology may explain © 2024 bbc bbc responsible content external sitesread approach external linking,HD
ve made important changes privacy cookies policy want know means data partners use technologies ascookies collect browsing data give best online experience personalise content advertising shown please let us know agree settings apply amp pages may asked set preferences visit non-amp bbc pages lightweight mobile page visited built using google amp technology make web pages work store limited information device without consent read essential information store device make web pages work use local storage store consent preferences device consent data collection amp pages consenting allow us display personalised ads relevant outside uk read personalise ads bbc advertising partners choose receive personalised ads clicking “ reject data collection continue ” please note still see advertising personalised change settings clicking “ ad choices sell info ” footer time image source matthew curtis international brewing cider awards festival described lacking atmosphere beer festival s organisers apologised event panned number guests first international brewing cider ibc festival held manchester weekend not-for-profit event hit complaints rude staff cold conditions mayfield depot venue poor atmosphere ibc apologised visitors less perfect experience image source matt turner-allen image saturday night international beer cider festival one guest paid £3850 ticket contacted firm social media platform x describe country mile worst event - beer event - ever attended drew comparisons ill-fatedwilly wonka experience glasgow became viral sensation subject tv documentary families found little abandoned empty warehouse freddy hardy co-founder independent manchester brewery courier brewing co said low turn large venue meant vibe… nt 35-year-old added agreed stay end friday estimated sold beer around 20 people - 10 believed people industry bolton barman matt turner-allen said paid £3850 ticket came six tokens - half pints selected drinks said surprised quiet found venue freezing old brick structure end march packed fine right venue texted boss glasgow said willy wonka festival manchester young kids selective nights big disappointment added image source international brewing cider festival international brewing cider festival said made efforts improve things event went manchester-based beer writer matthew curtis told bbc estimated crowds bigger 50 100 time described atmosphere muted spokesperson ibc festival said event first festival learnings organisation said counted 800 attendees across four sessions two friday two saturday said couple direct complaints spokesperson told bbc organiser oldest international brewing cider awards world held awards manchester year wanted bring entries around world public city adapted throughout two days ironing early teething troubles deliver better model event progressed follow bbc manchester onfacebook xandinstagram also send story ideas tonorthwestnewsonline bbccouk content available ©2024 bbc bbc responsible content external sitesread approach external linking,HD
